Computer Name,CPU,RAM,GPU,Storage,Motherboard,PSU,Notes,Created At
XEON,intel xeon,64gb,quadro p4000,kingston nvme 500gb,dell precision 3630,stock,main workstation,2026-04-07T15:24:26
